Id,Classification,title,Tags,Score,ViewCount,AnswerCount,CommentCount,CreationDate,LastActivityDate
49499263,Data processing,How to explode an array into multiple columns in Spark,<scala><apache-spark>,7,4431,2,0,2018-03-26 19:33,2018-03-27 02:47
45293591,Data processing,Remove duplicate in an array[string],<scala><apache-spark><apache-spark-sql><user-defined-functions>,1,435,2,8,2017-07-25 03:49,2017-07-25 20:41
24651969,Data Sources,Control configure set Apache Spark UTF encoding for writting as saveAsTextFile,<scala><utf-8><apache-spark><utf>,2,3372,1,1,2014-07-09 11:04,2014-07-09 16:56
38210225,Configuration,Spark configuration: SPARK_MEM vs. SPARK_WORKER_MEMORY,<scala><mapreduce><apache-spark>,3,756,1,0,2013-06-18 14:35,2013-06-18 16:35
46295879,Data Sources,How to read date in custom format from csv file?,<csv><apache-spark><apache-spark-sql>,3,2002,1,3,2017-09-19 08:47,2018-01-12 11:46
41171671,Data processing,Save a 2d list into a dataframe scala spark,<scala><apache-spark><dataframe><spark-dataframe>,2,865,1,0,2016-12-15 19:13,2016-12-15 19:37
31254320,Configuration,Spark assembly file uploaded despite spark.yarn.conf being set,<hadoop><apache-spark><hdfs><yarn>,1,1823,1,0,2015-07-06 19:43,2015-07-07 03:09
35146482,Spark API Usage,"Spark + Scala transformations, immutability & memory consumption overheads",<scala><hadoop><apache-spark>,4,840,2,3,2016-02-02 06:24,2016-02-06 15:18
36508685,Spark API Usage,PySpark serializing the 'self' referenced object in map lambdas?,<python><lambda><apache-spark><pyspark><pickle>,2,980,1,0,2016-04-08 20:23,2016-04-08 20:27
35583702,Spark API Usage,"From TF-IDF to LDA clustering in spark, pyspark",<python><apache-spark><pyspark><tf-idf><lda>,4,2941,2,1,2016-02-23 17:03,2017-05-19 14:08
55767080,Data processing,"Spark AnalysisException when ""flattening"" DataFrame in Spark SQL",<apache-spark><apache-spark-sql>,5,300,1,2,2019-04-19 19:46,2019-04-24 09:54
36875190,Spark API Usage,reduceByKey is not a member,<scala><apache-spark><rdd>,3,4558,1,1,2016-04-26 20:33,2016-04-28 19:30
47641076,Data processing,Spark: normalize each row of a DataFrame,<scala><apache-spark>,2,1155,2,0,2017-12-04 19:59,2018-10-02 21:46
43759896,Performance and Logging,"Spark: ""Truncated the string representation of a plan since it was too large."" Warning when using manually created aggregation expression",<apache-spark><spark-dataframe>,28,29579,1,0,2017-05-03 12:21,2018-03-28 18:37
47498798,Other,Distributing downloads in Spark cluster,<apache-spark><pyspark><spark-dataframe>,1,28,1,0,2017-11-26 17:10,2017-11-26 17:31
48998428,Configuration,Set hbase paramter for spark job,<shell><apache-spark><hbase>,1,73,1,0,2018-02-26 22:54,2018-03-02 06:55
36307867,Data processing,Scala-Spark Dynamically call groupby and agg with parameter values,<scala><apache-spark><group-by><customization><aggregate>,4,3677,1,0,2016-03-30 11:46,2016-03-30 11:54
35835876,Data Sources,Server side filtering of spark-cassandra on PySpark,<python><apache-spark><cassandra><pyspark><apache-spark-sql>,1,570,1,0,2016-03-07 03:48,2016-03-07 18:26
30248221,Data processing,Removing duplicates from rows based on specific columns in an RDD/Spark DataFrame,<apache-spark><apache-spark-sql><pyspark>,49,83588,7,0,2015-05-14 22:03,2018-05-21 14:37
48173726,Data processing,How to calculate the power of 2 for the column of DataFrame,<scala><apache-spark><apache-spark-sql>,3,1211,1,0,2018-01-09 17:32,2019-01-13 20:42
51015658,Spark API Usage,wondering why empty inner iterator causes not Serialization exception with mapPartitionsWithIndex,<apache-spark><iterator><partition><Serialization>,1,307,2,3,2018-06-25 02:40,2018-08-06 21:28
49913420,Data processing,Scala - Spark sql row pattern matching on struct,<scala><apache-spark><struct><pattern-matching><case-class>,2,1695,1,1,2018-04-19 05:34,2018-04-19 06:48
41952815,Configuration,Cannot recognize the DataFrame for Java on spark in the Intellij platform,<java><apache-spark>,2,3035,2,4,2017-01-31 08:25,2017-01-31 08:39
38507373,Data processing,Spark SQL UDF returning scala immutable Map with df.WithColumn(),<scala><apache-spark-sql><user-defined-functions><spark-dataframe><udf>,1,1139,1,0,2016-07-21 14:44,2016-07-26 08:05
24065393,Data processing,What data structure in Scala is Python's nested dictionary or a csv?,<python><scala><csv><dictionary><apache-spark>,3,1106,1,7,2014-06-05 16:24,2014-06-09 14:02
51016518,Data processing,spark generic case class to structtype,<scala><apache-spark><generics>,2,303,1,0,2018-06-25 04:56,2018-06-25 05:55
30857337,Data processing,flatMapping in scala/spark,<scala><hashmap><apache-spark><flatmap>,1,998,2,2,2015-06-16 01:07,2015-06-16 15:42
40405330,Data Sources,How to change the default `overwrite` behaviour on `DataFrame,<jdbc><apache-spark><pyspark>,1,444,1,0,2016-11-03 15:21,2018-06-18 11:49
40579602,Other,how to avoid spark-submit cache,<apache-spark>,1,455,1,0,2016-11-13 22:38,2016-11-14 05:55
42429402,Data processing,scala merge two or more string as an array in one json property,<scala><apache-spark>,1,350,1,2,2017-02-24 01:52,2017-02-24 17:26
46304245,Data processing,"how to get months,years difference between two dates in sparksql",<apache-spark><apache-spark-sql><spark-dataframe>,1,8654,4,3,2017-09-19 15:23,2019-08-22 12:51
53776212,Configuration,spark.conf.set with SparkR,<azure><apache-spark><sparkr><databricks><azure-databricks>,1,269,1,0,2018-12-14 08:47,2018-12-15 20:18
34562340,Data processing,scala spark how to get latest day's record,<scala><apache-spark>,4,3395,5,4,2016-01-02 03:35,2017-07-05 16:49
30381359,Data processing,How to use Spark SQL DataFrame with flatMap?,<scala><apache-spark><apache-spark-sql>,8,23554,2,0,2015-05-21 18:14,2015-05-22 12:12
35040642,Configuration,How to add spark-csv package to jupyter server on Azure for use with iPython,<azure><apache-spark><pyspark><hdinsight>,3,749,4,0,2016-01-27 14:55,2016-07-21 21:44
40432292,Data processing,split line in scala keeping first element of line common,<scala><apache-spark><apache-spark-sql><spark-dataframe><scala-collections>,1,335,1,0,2016-11-04 21:58,2016-11-06 17:41
53833048,Data Sources,How to set CHARACTER SET for writing to MySQL table using JDBC data source?,<scala><apache-spark><apache-spark-sql>,2,318,2,0,2018-12-18 12:29,2018-12-19 09:42
49133747,Spark API Usage,Select most important variables in terms of their contributions to PCA in Spark,<scala><apache-spark><pca><apache-spark-ml>,1,813,2,0,2018-03-06 14:56,2018-03-07 21:01
36586719,Data processing,Can not infer schema for type: <type 'unicode'> when converted RDD to DataFrame,<apache-spark><dataframe><pyspark><rdd><spark-dataframe>,2,10077,1,0,2016-04-13 01:00,2016-04-13 01:10
39004817,Data Sources,How to make Spark slaves use HDFS input files 'local' to them in a Hadoop+Spark cluster?,<scala><hadoop><apache-spark><hdfs><cluster-computing>,1,908,1,1,2016-08-17 19:29,2016-08-23 13:48
38866803,Data processing,Spark - Datediff for months?,<java><apache-spark>,2,3668,1,0,2016-08-10 07:26,2016-08-10 07:51
49602965,Data processing,PySpark dataframe to_json() function,<apache-spark><pyspark><apache-spark-sql>,5,2050,1,0,2018-04-01 21:49,2019-01-09 01:42
36264299,Data processing,How to calculate difference between current and previous row in Spark JavaRDD,<java><apache-spark><rdd>,1,1066,1,2,2016-03-28 14:23,2016-03-28 16:04
28413423,Spark API Usage,Count number of rows in an RDD,<java><apache-spark>,19,39628,2,0,2015-02-09 15:37,2018-11-02 10:51
33981487,Data processing,"Filter Spark DataFrame by checking if value is in a list, with other criteria",<scala><apache-spark><apache-spark-sql>,22,41143,2,0,2015-11-29 09:55,2019-01-13 20:37
44664626,Data processing,How to count the number of values based on another column?,<scala><apache-spark><apache-spark-sql>,1,500,1,0,2017-06-20 23:37,2017-07-06 18:35
46763569,Configuration,"Why does sbt assembly of a Spark application lead to ""Modules were resolved with conflicting cross-version suffixes""?",<scala><apache-spark><sbt><sbt-assembly>,1,266,1,1,2017-10-16 05:38,2017-10-17 18:09
36725130,Spark API Usage,Does pyspark tfidf transformation maintain index positions?,<python><hadoop><apache-spark><pyspark>,1,191,1,0,2016-04-19 17:13,2016-04-19 18:16
35721413,Spark API Usage,Error when broadcasting Joda DateTime in Spark,<scala><apache-spark><jodatime>,3,1158,2,0,2016-03-01 11:15,2016-09-02 10:03
40302222,Spark API Usage,Multiclass Classification Evaluator field does not exist error - Apache Spark,<scala><apache-spark>,2,478,1,0,2016-10-28 09:35,2016-10-28 11:09
35084175,Data processing,RDD split and do aggregation on new RDDs,<scala><apache-spark><rdd><reduce>,2,1352,1,1,2016-01-29 12:05,2017-08-20 19:44
54843019,Data processing,How to split data into series based on conditions in Apache Spark,<scala><apache-spark><dataframe><dataset>,1,61,1,0,2019-02-23 15:15,2019-02-25 18:36
49391927,Data processing,Get minimum value from an Array in a Spark DataFrame column,<scala><apache-spark>,1,1721,4,0,2018-03-20 18:41,2019-08-06 12:42
46111743,Spark API Usage,Create a mapped RDD and save it in text,<scala><file><apache-spark><distributed-computing><apache-spark-MLlib>,2,45,1,5,2017-09-08 08:14,2017-09-08 08:58
33621319,Data processing,Spark / Scala: forward fill with last observation,<scala><apache-spark><apache-spark-sql>,25,7920,1,0,2015-11-10 01:24,2019-01-11 12:31
46457217,Data processing,Spark Scala - Aggregation and Pivoting Based on Time Period,<sql-server><scala><apache-spark><pivot-table><aggregate>,1,242,3,0,2017-09-27 21:05,2017-10-04 18:31
32081882,Other,Count on RDD giving different results,<scala><cassandra><apache-spark><spark-cassandra-connector>,3,553,1,7,2015-08-18 20:18,2015-08-26 17:59
48860003,Data processing,Pyspark: How to return a tuple list of existing non null columns as one of the column values in dataframe,<apache-spark><pyspark><spark-dataframe><pyspark-sql><apache-spark-1.6>,2,655,3,1,2018-02-19 05:30,2018-02-19 08:36
30435610,Configuration,Spark - Which instance type is preferred for AWS EMR cluster?,<amazon-ec2><apache-spark><emr>,18,12183,2,7,2015-05-25 09:55,2018-11-07 14:30
41689643,Other,IllegalAccessError in Spark caused by async-http-client,<apache-spark><dependencies><asynchttpclient>,6,1548,2,0,2017-01-17 05:29,2017-12-31 08:15
32517976,Spark API Usage,How to get data from a specific partition in Spark RDD?,<apache-spark><rdd>,6,4359,1,1,2015-09-11 07:32,2015-09-11 10:23
38406825,Configuration,How to set spark driver maxResultSize when in client mode in pyspark?,<python><apache-spark><driver><pyspark>,3,3954,1,0,2016-07-16 01:15,2016-07-16 03:42
48551900,Data processing,Spark generate occurrence matrix,<apache-spark><apache-spark-sql><pyspark-sql>,1,132,1,1,2018-01-31 21:40,2019-01-30 03:24
42980091,Spark API Usage,Spark MLlib - NaiveBayes weightcol parameter influence and format,<apache-spark><apache-spark-MLlib>,2,462,1,0,2017-03-23 15:15,2017-03-23 16:47
37816072,Configuration,Submitting Spark application on standalone cluster,<java><amazon-web-services><apache-spark>,4,123,1,4,2016-06-14 15:19,2016-06-15 10:10
44196299,Configuration,Pyspark: SparkContext definition in Spyder throws Java gateway error,<python><apache-spark><pyspark><spyder>,1,762,1,1,2017-05-26 07:46,2017-05-31 13:57
29173117,Data Sources,Write PairDStram to cassandra using Datastax Spark Cassandra Connector,<java><cassandra><apache-spark><spark-streaming>,3,635,1,2,2015-03-20 18:09,2018-05-29 01:24
34726740,Data processing,Chaining Dataframe function calls,<apache-spark><apache-spark-sql>,1,484,1,1,2016-01-11 16:42,2016-08-09 20:34
55820869,Data processing,How to convert a type Any List to a type Double (Scala),<scala><apache-spark><mean><databricks>,1,65,2,0,2019-04-23 23:53,2019-04-26 05:06
32745119,Data processing,How do I convert an RDD with a SparseVector Column to a DataFrame with a column as Vector,<apache-spark><pyspark><apache-spark-sql><apache-spark-MLlib><apache-spark-ml>,13,7981,3,0,2015-09-23 16:47,2019-01-11 12:27
42655448,Data Sources,MongoSpark save duplicated key error E11000,<java><mongodb><apache-spark>,4,577,1,0,2017-03-07 18:17,2017-03-08 09:45
48704893,Data Sources,Reading dataframe from multiple input paths and adding columns simultaneously,<python><apache-spark><pyspark>,2,771,2,1,2018-02-09 11:32,2018-03-16 07:25
51868448,Data processing,Spark Dataframe : Set column values if an conditional row is encountered,<scala><apache-spark><apache-spark-sql>,1,796,1,0,2018-08-16 01:29,2018-08-16 02:15
50100407,Data processing,Java SparkSession Hive SQL is not applying regexp_replace,<java><apache-spark><hive>,1,103,1,0,2018-04-30 12:20,2019-08-23 12:29
35711652,Spark API Usage,"Spark MLlib: convert arbitrary, sparse features to a fixed length Vector",<apache-spark><machine-learning><regression><apache-spark-MLlib><vowpalwabbit>,3,169,1,5,2016-02-29 23:14,2019-01-28 01:38
43665995,Data processing,"Spark sql ""Futures timed out after 300 seconds"" when filtering",<apache-spark-sql>,2,4496,1,3,2017-04-27 19:02,2017-05-08 12:41
48466019,Spark API Usage,Number of input rows in spark structured streaming with custom sink,<apache-spark><apache-spark-sql><spark-streaming><spark-structured-streaming>,2,586,1,3,2018-01-26 16:59,2018-01-30 18:15
41185599,Other,"spark default settings on dataproc, especially spark.yarn.am.memory",<apache-spark><yarn><google-cloud-dataproc>,2,716,1,0,2016-12-16 13:32,2016-12-16 19:18
45000671,Spark API Usage,Spark-Streaming CustomReceiver Unknown Host Exception,<hadoop><apache-spark><spark-streaming><bigdata>,1,208,1,2,2017-07-09 20:21,2017-09-15 08:45
45619376,Data Sources,Extracting entries from multiple primary keys in one query,<scala><apache-spark><spark-cassandra-connector><apache-spark-2.0>,2,146,1,2,2017-08-10 16:48,2017-08-12 01:25
57200859,Performance and Logging,"A large dataset not partitioned joins another one large dataset, partitioned. Is the result dataset partitioned or not?",<apache-spark>,1,39,1,11,2019-07-25 11:26,2019-07-28 10:02
33197858,Data processing,Spark-GraphX: create anRDD from an ArrayBuffer of String,<scala><apache-spark><rdd>,1,1166,1,1,2015-10-18 12:21,2015-10-18 12:30
26557873,Data processing,"Spark: produce RDD[(X, X)] of all possible combinations from RDD[X]",<scala><apache-spark>,22,23156,4,1,2014-10-24 23:51,2017-03-10 11:37
40113400,Data processing,Spark transform RDD,<scala><parsing><apache-spark><cassandra><rdd>,1,228,1,0,2016-10-18 16:23,2016-10-19 06:02
35189312,Spark API Usage,Broadcast Annoy object in Spark (for nearest neighbors)?,<python><apache-spark><pyspark><nearest-neighbor><knn>,2,1638,2,0,2016-02-03 22:51,2018-01-03 18:47
36942233,Data processing,Apply StringIndexer to several columns in a PySpark Dataframe,<python><apache-spark><pyspark>,33,16152,1,7,2016-04-29 15:28,2017-10-11 20:11
32274540,Data Sources,Write data to Redis from PySpark,<python><apache-spark><pyspark>,4,3858,1,9,2015-08-28 15:23,2019-01-14 21:47
49113732,Spark API Usage,How to extract JSON from a binary protobuf?,<scala><apache-spark><protocol-buffers><spark-structured-streaming>,1,729,1,1,2018-03-05 15:22,2018-03-05 18:38
28807490,Configuration,What conditions should cluster deploy mode be used instead of client?,<apache-spark>,49,32668,3,0,2015-03-02 10:27,2017-03-08 18:39
48719433,Configuration,"Cannot run ALS.train, error: java.lang.IllegalArgumentException",<apache-spark><pyspark><apache-spark-MLlib>,2,306,1,0,2018-02-10 09:53,2018-02-10 11:01
36572280,Spark API Usage,running spark aggregate funtion on rdd passing max as first function,<scala><apache-spark>,2,204,1,0,2016-04-12 11:42,2016-04-12 12:24
29143756,Other,"Scala/Spark App with ""No TypeTag available"" Error in ""def main"" style App",<scala><types><apache-spark><apache-spark-sql>,19,10722,1,0,2015-03-19 11:47,2017-01-17 00:55
29831234,Configuration,How does partitions map to tasks in Spark?,<apache-spark><rdd>,5,1850,1,0,2015-04-23 18:10,2015-09-26 10:15
52302759,Data Sources,Checking if files exist in nested uneven directories?,<java><scala><apache-spark>,1,37,2,0,2018-09-12 20:12,2019-02-13 18:08
48648798,Spark API Usage,Spark version 2.0 Streaming : how to dynamically infer the schema of a JSON String rdd and convert it to a DF,<json><scala><apache-spark><spark-dataframe><rdd>,1,346,1,0,2018-02-06 17:34,2018-02-07 09:43
44387136,Configuration,Janusgraph spark guava version,<hadoop><apache-spark><graph><guava><janusgraph>,1,615,2,0,2017-06-06 10:08,2017-08-22 06:36
32054546,Configuration,What is the proper way of running a Spark application on YARN using Oozie (with Hue)?,<apache-spark><cloudera><yarn><oozie><hue>,5,1799,1,0,2015-08-17 15:47,2017-08-14 08:10
35885702,Spark API Usage,SQLContext implicits,<scala><apache-spark>,5,5148,1,0,2016-03-09 07:41,2016-03-09 09:08
42862505,Data processing,How do I flattern a pySpark dataframe ?,<python><apache-spark><pyspark><spark-dataframe><rdd>,1,1259,2,1,2017-03-17 16:21,2017-03-17 19:24
40728667,Data processing,Implement a directed Graph as an undirected graph using GraphX,<scala><apache-spark><graph><spark-graphx>,9,1542,1,0,2016-11-21 20:22,2016-11-21 21:06
45149578,Other,"""Unable to find encoder for type stored in a Dataset"" and ""not enough arguments for method map""?",<scala><apache-spark>,1,4124,1,6,2017-07-17 16:46,2017-07-17 17:15
41908418,Spark API Usage,How to get best params after tuning by pyspark.ml.tuning.TrainValidationSplit?,<apache-spark><pyspark><apache-spark-ml>,1,2023,1,0,2017-01-28 09:50,2017-08-09 11:48
57949126,Data Sources,How to create dataframe from JSON in another dataframe?,<apache-spark><pyspark>,1,56,1,0,2019-09-16 00:21,2019-09-16 08:28
39727742,Data processing,how to filter out a null value from spark dataframe,<scala><apache-spark><apache-spark-sql><spark-dataframe>,45,108706,9,3,2016-09-27 14:46,2019-04-10 22:15
56456446,Other,"Why is the ""topics"" argument of KafkaUtils.createStream() a Map rather then array?",<java><apache-spark><apache-kafka><spark-streaming>,4,51,3,0,2019-06-05 08:05,2019-06-05 08:22
44395974,Data processing,PySpark - UnpicklingError: NEWOBJ class argument has NULL tp_new,<python><apache-spark><pyspark>,3,556,1,0,2017-06-06 17:12,2017-06-06 21:13
31396228,Data processing,How do I filter rows based on whether a column value is in a Set of Strings in a Spark DataFrame,<scala><apache-spark><apache-spark-sql>,13,19895,1,3,2015-07-14 01:37,2015-09-23 16:32
33898040,Data Sources,Reading TSV into Spark Dataframe with Scala API,<scala><apache-spark>,20,33676,2,0,2015-11-24 15:48,2018-10-25 09:02
39065413,Data processing,Timestamp parsing in Java/Scala for Spark-csv,<java><apache-spark><timestamp>,1,252,1,1,2016-08-21 14:41,2016-08-21 14:52
51499460,Data processing,pyspark; check if an element is in collect_list,<apache-spark><pyspark><apache-spark-sql>,5,2290,1,2,2018-07-24 13:08,2018-07-25 07:04
40468776,Data processing,How to use Column.isin in Java?,<java><apache-spark><apache-spark-sql>,5,5870,2,0,2016-11-07 15:26,2019-10-02 00:39
35666967,Spark API Usage,Spark SQL DataFrame - distinct() vs dropDuplicates(),<scala><apache-spark><pyspark><apache-spark-sql>,14,17434,3,0,2016-02-27 07:22,2020-10-19 16:41
40395932,Spark API Usage,Spark fillNa not replacing the null value,<hadoop><apache-spark><pyspark>,13,26060,2,2,2016-11-03 07:25,2016-11-04 10:51
48909921,Other,Struggling with colon ':' in file names,<scala><hadoop><apache-spark>,2,982,1,1,2018-02-21 15:43,2018-02-21 19:25
44957197,Data processing,How can I add a column with a value to a new Dataset in Spark Java?,<java><apache-spark><dataset><apache-spark-dataset><bigdata>,5,8659,1,0,2017-07-06 19:18,2018-09-27 22:50
31397845,Data Sources,How to create Data frame from csv in Spark(using scala) when the first line is the schema?,<scala><csv><apache-spark><hdfs><dataframe>,3,3127,1,2,2015-07-14 04:46,2016-06-20 16:09
43668339,Data processing,Update dataset in spark-shell by breaking one element into multiple parts and inserting a row for each part,<scala><apache-spark><spark-dataframe><amazon-emr><apache-spark-dataset>,1,128,1,1,2017-04-27 21:37,2017-04-28 08:41
42764388,Data processing,Geo distance calculation using SparkR,<r><apache-spark><distance><geo>,1,303,1,0,2017-03-13 13:03,2017-03-14 02:23
44137787,Data processing,Split and filter the column of data frame in Spark,<scala><apache-spark>,1,1185,2,2,2017-05-23 14:35,2017-05-24 08:31
44835026,Configuration,How to enable spark-history server for standalone cluster non hdfs mode,<apache-spark><pyspark>,2,1887,2,0,2017-06-29 21:08,2017-06-30 13:27
36578936,Spark API Usage,Spark ML StringIndexer Different Labels Training/Testing,<apache-spark><spark-dataframe><apache-spark-ml>,2,2278,1,2,2016-04-12 16:22,2016-04-12 17:54
42588077,Data processing,Creating indices for each group in Spark dataframe,<apache-spark><apache-spark-sql>,5,2617,1,0,2017-03-03 20:39,2017-03-06 19:52
39191194,Data Sources,How to convert a table into a Spark Dataframe,<apache-spark><pyspark><apache-spark-sql><spark-dataframe>,4,7033,2,0,2016-08-28 12:18,2018-04-23 14:21
57739643,Data processing,How to extract keys from nested JSON,<scala><apache-spark>,1,73,1,5,2019-08-31 16:08,2019-09-01 14:49
29995938,Spark API Usage,"When specifying local[n1,n2,n3] for spark master, what are the three parameters?",<apache-spark>,6,4935,2,3,2015-05-01 22:15,2016-12-29 20:15
58169776,Data processing,Alternative to deprecated java.sql.Date for Spark DataFrame,<scala><apache-spark>,1,24,1,0,2019-09-30 14:16,2019-10-02 20:34
39414368,Spark API Usage,Spark broadcast a value that is known at compilation time,<scala><apache-spark>,1,52,1,0,2016-09-09 14:51,2016-09-09 15:20
38203303,Spark API Usage,Code sharing between spark workers,<scala><apache-spark>,1,164,2,0,2016-07-05 12:19,2016-07-06 13:37
42863804,Data Sources,pyspark: Use JavaObject StructType,<apache-spark><pyspark><spark-dataframe>,2,583,1,0,2017-03-17 17:30,2017-03-17 17:55
52286867,Spark API Usage,How I can deal with Tuple in Spark Streaming?,<scala><apache-spark><apache-kafka><spark-streaming>,1,216,2,3,2018-09-12 02:59,2018-09-12 12:52
41021362,Performance and Logging,Executor OutOfMemoryExceptions on small data size vs available memory,<scala><apache-spark><out-of-memory><rdd>,4,303,1,0,2016-12-07 15:30,2016-12-07 18:58
51732843,Data processing,Sum of variable number of columns in PySpark,<python><apache-spark><pyspark><apache-spark-sql>,2,582,1,1,2018-08-07 18:00,2018-08-08 10:52
39642371,Spark API Usage,Does Kryo Automatically Register Classes Used in Fields?,<apache-spark><kryo><kryonet>,1,94,1,0,2016-09-22 14:52,2016-09-22 17:46
39239214,Spark API Usage,how to access to my browser in local machine from remote machine,<ubuntu><browser><apache-spark><remote-access>,1,1165,2,0,2016-08-31 01:01,2016-08-31 12:00
45668076,Data Sources,Spark write result of Array[Array[Any]] to file,<scala><apache-spark><hadoop2>,1,537,1,0,2017-08-14 05:44,2017-08-14 06:22
44021624,Configuration,Spark how many JVMs are run on worker with multiple applications,<java><scala><apache-spark>,2,1850,1,0,2017-05-17 10:00,2017-05-17 11:41
56833774,Data processing,using python class methods on RDD,<python><class><apache-spark><pyspark><rdd>,2,56,1,0,2019-07-01 10:09,2019-07-02 14:33
48160627,Performance and Logging,Partition data for efficient joining for Spark dataframe/dataset,<apache-spark><apache-spark-sql><spark-dataframe><partitioning><apache-spark-dataset>,4,9595,2,0,2018-01-09 02:22,2018-01-15 05:22
39123314,Other,How to add custom description to Spark Job for displaying in Spark Web UI,<apache-spark>,16,4283,2,0,2016-08-24 12:27,2019-01-26 19:43
36092574,Data processing,Spark creating 100s of empty avro files,<apache-spark>,1,470,1,0,2016-03-18 19:15,2016-03-19 11:01
48153759,Spark API Usage,"Spark ""error: type mismatch"" with scala 2.11 and not with 2.12",<java><scala><maven><apache-spark>,1,388,1,0,2018-01-08 15:55,2018-01-09 09:49
40563777,Data Sources,How to troubleshoot java.lang.NumberFormatException: null,<scala><apache-spark><apache-spark-sql>,2,1450,2,3,2016-11-12 14:22,2016-11-12 15:09
33438736,Data Sources,How to create a connection pool at executor level in Spark?,<apache-spark>,2,1139,1,2,2015-10-30 14:48,2015-10-31 21:08
35523065,Spark API Usage,How to access individual predictions in Spark RandomForest?,<python><apache-spark><pyspark><apache-spark-MLlib><random-forest>,5,1714,1,0,2016-02-20 12:11,2018-04-09 20:48
37569298,Other,Spring XD - Could not find module with name 'ftphdfs' and type 'source',<http><apache-spark><hdfs><spring-integration><spring-xd>,1,75,1,0,2016-06-01 12:54,2016-06-01 15:44
41688756,Configuration,How to specify memory and cpu's for a Jupyter spark/pyspark notebook from command line?,<apache-spark><pyspark><jupyter-notebook>,2,939,1,0,2017-01-17 03:46,2017-01-17 07:18
45777798,Data Sources,Spark function for loading parquet file on memory,<apache-spark><pyspark><hdfs><rdd>,1,1443,1,1,2017-08-20 01:55,2017-08-21 07:10
31795777,Performance and Logging,Efficiently Aggregate Many CSVs in Spark,<csv><amazon-s3><apache-spark><sparkr>,5,851,2,1,2015-08-03 20:01,2015-11-21 16:27
56557771,Data processing,Use Map to replace column values in Spark,<scala><apache-spark><apache-spark-sql>,1,157,2,0,2019-06-12 08:29,2019-06-12 09:15
38101857,Configuration,Boosting spark.yarn.executor.memoryOverhead,<amazon-web-services><apache-spark><pyspark><emr><amazon-emr>,10,14818,2,6,2016-06-29 13:58,2017-03-08 21:00
54743574,Data processing,Creating multiple pyspark dataframes from a single dataframe,<python><pandas><apache-spark><pyspark>,1,297,1,2,2019-02-18 08:58,2019-02-18 09:45
33744868,Data processing,Apply SQL functions from within a DataFrame,<sql><scala><apache-spark><dataframe><apache-spark-sql>,1,3783,1,0,2015-11-16 21:21,2019-01-07 16:24
54403226,Data processing,Unit Testing spark dataframes transformation chaining,<scala><unit-testing><apache-spark><apache-spark-sql><parquet>,2,2275,2,9,2019-01-28 13:38,2019-02-12 14:45
28482476,Spark API Usage,spark MLlib predict error with map,<scala><apache-spark><apache-spark-MLlib>,1,463,1,4,2015-02-12 16:20,2016-04-25 12:52
48110448,Data processing,How to get column names with all values null?,<scala><apache-spark><apache-spark-sql>,2,849,2,0,2018-01-05 09:16,2018-01-08 03:28
31467998,Other,How to get default property values in Spark,<scala><apache-spark><apache-spark-sql>,5,7277,2,0,2015-07-17 03:34,2017-02-22 23:45
57277371,Data processing,How to apply customizable Aggregator on Spark Dataset?,<scala><apache-spark><apache-spark-dataset>,1,40,1,0,2019-07-30 17:49,2019-07-30 23:07
55462006,Data processing,Avro write java.sql.Timestamp conversion error,<apache-spark><apache-kafka><spark-avro>,1,256,1,0,2019-04-01 19:12,2019-04-01 19:51
48326387,Other,import of implicits in Spark not working,<scala><maven><apache-spark><apache-spark-sql><implicit>,1,1215,1,2,2018-01-18 16:48,2019-01-07 17:16
24652518,Spark API Usage,scala.MatchError: null on spark RDDs,<scala><apache-spark><rdd><apache-spark-MLlib><collaborative-filtering>,3,3865,1,5,2014-07-09 11:29,2016-04-25 11:52
39677883,Data processing,How to fill missing values with values from other dataframes,<scala><apache-spark><join><apache-spark-sql>,1,469,1,0,2016-09-24 15:13,2019-01-11 16:10
57079343,Data processing,Spark: create a nested schema,<apache-spark><dataframe><apache-spark-sql><schema>,1,42,1,0,2019-07-17 15:24,2019-07-17 15:31
52041342,Data processing,How to parse url in spark sql(Scala),<scala><apache-spark>,2,1557,3,1,2018-08-27 14:17,2018-08-27 20:18
32656734,Configuration,Spark SQL 1.5 build failure,<maven><build><apache-spark><apache-spark-sql>,7,3071,5,4,2015-09-18 16:21,2016-08-01 17:23
35823213,Data Sources,Spark SQL: Nested classes to parquet error,<java><apache-spark><apache-spark-sql><parquet>,3,2057,1,1,2016-03-06 04:44,2017-10-19 15:02
36244268,Configuration,How to convince Scala IDE to recognize org.apache.spark.graphx._ package?,<scala><apache-spark><spark-graphx>,1,411,2,0,2016-03-27 05:46,2016-03-28 16:47
47241882,Spark API Usage,Spark Object (singleton) serialization on executors,<scala><apache-spark><serialization><singleton>,2,1002,1,0,2017-11-11 19:19,2017-11-11 20:45
39633874,Spark API Usage,What is the difference between Spark Client and Spark Driver?,<apache-spark>,3,1204,2,0,2016-09-22 08:24,2017-12-17 10:20
40575972,Data Sources,Presto failing to query hive table,<hadoop><apache-spark><hive><emr><presto>,3,2680,1,0,2016-11-13 16:14,2016-11-15 10:48
56657794,Data processing,Use two lists of variables to add scala columns,<scala><apache-spark><apache-spark-sql>,1,65,1,0,2019-06-18 22:22,2019-06-19 01:04
